,Dataset,n_clusters,NUM_TOPICS,max_df,min_df,precision,recall,f-score
181,showcase_noStem2,20.0,125.0,0.5,0.1,63.2,76.7,69.3
182,showcase_noStem2,20.0,125.0,0.5,0.2,65.2,79.6,71.7
183,showcase_noStem2,20.0,125.0,0.6,0.05,62.7,76.7,69.0
184,showcase_noStem2,20.0,125.0,0.6,0.1,64.8,83.5,73.0
185,showcase_noStem2,20.0,125.0,0.6,0.2,63.4,74.8,68.6
186,showcase_noStem2,20.0,125.0,0.7,0.05,61.7,82.5,70.6
187,showcase_noStem2,20.0,125.0,0.7,0.1,72.5,87.4,79.3
188,showcase_noStem2,20.0,125.0,0.7,0.2,58.4,73.8,65.2
189,showcase_noStem2,20.0,125.0,0.8,0.05,66.1,87.4,75.2
190,showcase_noStem2,20.0,125.0,0.8,0.1,68.6,82.5,74.9
191,showcase_noStem2,20.0,125.0,0.8,0.2,63.2,78.6,70.1
192,showcase_noStem2,20.0,150.0,0.5,0.05,68.2,74.8,71.3
193,showcase_noStem2,20.0,150.0,0.5,0.1,60.4,74.8,66.8
194,showcase_noStem2,20.0,150.0,0.5,0.2,74.5,86.4,80.0
195,showcase_noStem2,20.0,150.0,0.6,0.05,60.9,77.7,68.3
196,showcase_noStem2,20.0,150.0,0.6,0.1,66.0,77.7,71.4
197,showcase_noStem2,20.0,150.0,0.6,0.2,68.2,77.7,72.6
198,showcase_noStem2,20.0,150.0,0.7,0.05,65.4,81.6,72.6
199,showcase_noStem2,20.0,150.0,0.7,0.1,67.3,80.6,73.4
200,showcase_noStem2,20.0,150.0,0.7,0.2,62.5,78.6,69.6
201,showcase_noStem2,20.0,150.0,0.8,0.05,67.2,90.3,77.1
202,showcase_noStem2,20.0,150.0,0.8,0.1,66.0,82.5,73.4
203,showcase_noStem2,20.0,150.0,0.8,0.2,63.9,76.7,69.7
204,showcase_noStem2,30.0,50.0,0.5,0.05,60.2,78.6,68.2
205,showcase_noStem2,30.0,50.0,0.5,0.1,62.8,83.5,71.7
206,showcase_noStem2,30.0,50.0,0.5,0.2,67.8,81.6,74.0
207,showcase_noStem2,30.0,50.0,0.5,0.3,64.8,88.3,74.8
208,showcase_noStem2,30.0,50.0,0.5,0.4,64.7,84.5,73.3
209,showcase_noStem2,30.0,50.0,0.6,0.05,68.3,80.6,73.9
210,showcase_noStem2,30.0,50.0,0.6,0.1,62.9,82.5,71.4
211,showcase_noStem2,30.0,50.0,0.6,0.2,62.7,76.7,69.0
212,showcase_noStem2,30.0,50.0,0.6,0.3,69.5,87.4,77.4
213,showcase_noStem2,30.0,50.0,0.7,0.05,66.3,87.4,75.4
214,showcase_noStem2,30.0,50.0,0.7,0.1,64.1,88.3,74.3
215,showcase_noStem2,30.0,50.0,0.7,0.2,62.8,88.3,73.4
216,showcase_noStem2,30.0,50.0,0.7,0.3,62.9,81.6,71.0
217,showcase_noStem2,30.0,50.0,0.8,0.05,65.5,85.4,74.1
218,showcase_noStem2,30.0,50.0,0.8,0.1,62.8,88.3,73.4
219,showcase_noStem2,30.0,50.0,0.8,0.2,65.8,88.3,75.4
220,showcase_noStem2,30.0,50.0,0.8,0.3,62.6,84.5,71.9
221,showcase_noStem2,30.0,75.0,0.5,0.05,64.7,84.5,73.3
222,showcase_noStem2,30.0,75.0,0.5,0.1,64.8,78.6,71.0
223,showcase_noStem2,30.0,75.0,0.5,0.2,66.7,79.6,72.6
224,showcase_noStem2,30.0,75.0,0.6,0.05,65.6,85.4,74.2
225,showcase_noStem2,30.0,75.0,0.6,0.1,70.6,83.5,76.5
226,showcase_noStem2,30.0,75.0,0.6,0.2,69.5,84.5,76.3
227,showcase_noStem2,30.0,75.0,0.7,0.05,63.0,82.5,71.4
228,showcase_noStem2,30.0,75.0,0.7,0.1,69.5,87.4,77.4
229,showcase_noStem2,30.0,75.0,0.7,0.2,59.1,78.6,67.5
230,showcase_noStem2,30.0,75.0,0.8,0.05,66.7,90.3,76.7
231,showcase_noStem2,30.0,75.0,0.8,0.1,67.8,88.3,76.7
232,showcase_noStem2,30.0,75.0,0.8,0.2,66.6,83.5,74.1
233,showcase_noStem2,30.0,125.0,0.5,0.05,68.5,83.5,75.3
234,showcase_noStem2,30.0,125.0,0.5,0.1,69.3,81.6,75.0
235,showcase_noStem2,30.0,125.0,0.5,0.2,65.7,81.6,72.8
236,showcase_noStem2,30.0,125.0,0.6,0.05,67.4,81.6,73.8
237,showcase_noStem2,30.0,125.0,0.6,0.1,68.5,86.4,76.4
238,showcase_noStem2,30.0,125.0,0.6,0.2,65.4,76.7,70.6
239,showcase_noStem2,30.0,125.0,0.7,0.05,60.3,79.6,68.6
240,showcase_noStem2,30.0,125.0,0.7,0.1,74.0,88.3,80.5
241,showcase_noStem2,30.0,125.0,0.7,0.2,65.7,80.6,72.4
242,showcase_noStem2,30.0,125.0,0.8,0.05,66.9,90.3,76.8
243,showcase_noStem2,30.0,125.0,0.8,0.1,69.1,84.5,76.0
244,showcase_noStem2,30.0,125.0,0.8,0.2,68.0,84.5,75.4
245,showcase_noStem2,30.0,150.0,0.5,0.05,69.8,80.6,74.8
246,showcase_noStem2,30.0,150.0,0.5,0.1,62.9,76.7,69.1
247,showcase_noStem2,30.0,150.0,0.5,0.2,75.4,87.4,81.0
248,showcase_noStem2,30.0,150.0,0.6,0.05,63.2,79.6,70.5
249,showcase_noStem2,30.0,150.0,0.6,0.1,71.0,82.5,76.3
250,showcase_noStem2,30.0,150.0,0.6,0.2,68.6,81.6,74.5
251,showcase_noStem2,30.0,150.0,0.7,0.05,67.1,82.5,74.0
252,showcase_noStem2,30.0,150.0,0.7,0.1,71.0,85.4,77.5
253,showcase_noStem2,30.0,150.0,0.7,0.2,59.4,74.8,66.2
254,showcase_noStem2,30.0,150.0,0.8,0.05,67.5,92.2,77.9
255,showcase_noStem2,30.0,150.0,0.8,0.1,69.3,83.5,75.8
256,showcase_noStem2,30.0,150.0,0.8,0.2,67.9,79.6,73.3
257,showcase_noStem2,40.0,50.0,0.5,0.05,63.4,81.6,71.3
258,showcase_noStem2,40.0,50.0,0.5,0.1,72.1,88.3,79.4
259,showcase_noStem2,40.0,50.0,0.5,0.2,73.1,88.3,80.0
260,showcase_noStem2,40.0,50.0,0.5,0.3,64.5,88.3,74.5
261,showcase_noStem2,40.0,50.0,0.5,0.4,68.6,88.3,77.3
262,showcase_noStem2,40.0,50.0,0.6,0.05,70.1,81.6,75.4
263,showcase_noStem2,40.0,50.0,0.6,0.1,64.3,84.5,73.0
264,showcase_noStem2,40.0,50.0,0.6,0.2,71.3,88.3,78.9
265,showcase_noStem2,40.0,50.0,0.6,0.3,71.9,90.3,80.0
266,showcase_noStem2,40.0,50.0,0.7,0.05,68.9,90.3,78.2
267,showcase_noStem2,40.0,50.0,0.7,0.1,71.4,93.2,80.9
268,showcase_noStem2,40.0,50.0,0.7,0.2,68.2,93.2,78.7
269,showcase_noStem2,40.0,50.0,0.7,0.3,67.8,87.4,76.4
270,showcase_noStem2,40.0,50.0,0.8,0.05,65.5,85.4,74.1
271,showcase_noStem2,40.0,50.0,0.8,0.1,67.2,91.3,77.4
272,showcase_noStem2,40.0,50.0,0.8,0.2,66.3,89.3,76.1
273,showcase_noStem2,40.0,50.0,0.8,0.3,67.4,87.4,76.1
274,showcase_noStem2,40.0,75.0,0.5,0.05,66.0,84.5,74.1
275,showcase_noStem2,40.0,75.0,0.5,0.1,70.1,83.5,76.2
276,showcase_noStem2,40.0,75.0,0.5,0.2,69.6,82.5,75.5
277,showcase_noStem2,40.0,75.0,0.6,0.05,68.2,87.4,76.6
278,showcase_noStem2,40.0,75.0,0.6,0.1,74.6,87.4,80.5
279,showcase_noStem2,40.0,75.0,0.6,0.2,72.1,87.4,79.0
280,showcase_noStem2,40.0,75.0,0.7,0.05,67.8,87.4,76.3
281,showcase_noStem2,40.0,75.0,0.7,0.1,71.7,90.3,79.9
282,showcase_noStem2,40.0,75.0,0.7,0.2,65.5,86.4,74.5
283,showcase_noStem2,40.0,75.0,0.8,0.05,67.5,91.3,77.6
284,showcase_noStem2,40.0,75.0,0.8,0.1,71.8,91.3,80.3
285,showcase_noStem2,40.0,75.0,0.8,0.2,68.3,84.5,75.5
286,showcase_noStem2,40.0,125.0,0.5,0.05,70.2,84.5,76.7
287,showcase_noStem2,40.0,125.0,0.5,0.1,69.0,81.6,74.8
288,showcase_noStem2,40.0,125.0,0.5,0.2,70.3,84.5,76.7
289,showcase_noStem2,40.0,125.0,0.6,0.05,70.8,84.5,77.0
290,showcase_noStem2,40.0,125.0,0.6,0.1,69.2,86.4,76.8
291,showcase_noStem2,40.0,125.0,0.6,0.2,70.1,81.6,75.4
292,showcase_noStem2,40.0,125.0,0.7,0.05,64.2,85.4,73.3
293,showcase_noStem2,40.0,125.0,0.7,0.1,73.3,86.4,79.3
294,showcase_noStem2,40.0,125.0,0.7,0.2,70.2,84.5,76.7
295,showcase_noStem2,40.0,125.0,0.8,0.05,66.0,89.3,75.9
296,showcase_noStem2,40.0,125.0,0.8,0.1,68.7,85.4,76.2
297,showcase_noStem2,40.0,125.0,0.8,0.2,68.5,86.4,76.4
298,showcase_noStem2,40.0,150.0,0.5,0.05,72.0,83.5,77.3
299,showcase_noStem2,40.0,150.0,0.5,0.1,67.7,79.6,73.2
300,showcase_noStem2,40.0,150.0,0.5,0.2,75.0,87.4,80.7
301,showcase_noStem2,40.0,150.0,0.6,0.05,67.7,83.5,74.8
302,showcase_noStem2,40.0,150.0,0.6,0.1,74.6,85.4,79.6
303,showcase_noStem2,40.0,150.0,0.6,0.2,73.0,84.5,78.3
304,showcase_noStem2,40.0,150.0,0.7,0.05,72.9,91.3,81.1
305,showcase_noStem2,40.0,150.0,0.7,0.1,71.7,85.4,78.0
306,showcase_noStem2,40.0,150.0,0.7,0.2,62.1,77.7,69.0
307,showcase_noStem2,40.0,150.0,0.8,0.05,69.5,94.2,80.0
308,showcase_noStem2,40.0,150.0,0.8,0.1,69.7,85.4,76.8
309,showcase_noStem2,40.0,150.0,0.8,0.2,69.7,82.5,75.6
310,showcase_noStem2,50.0,50.0,0.5,0.05,63.4,81.6,71.3
311,showcase_noStem2,50.0,50.0,0.5,0.1,72.1,88.3,79.4
312,showcase_noStem2,50.0,50.0,0.5,0.2,73.1,88.3,80.0
313,showcase_noStem2,50.0,50.0,0.5,0.3,66.7,89.3,76.4
314,showcase_noStem2,50.0,50.0,0.5,0.4,68.6,88.3,77.3
315,showcase_noStem2,50.0,50.0,0.6,0.05,70.1,81.6,75.4
316,showcase_noStem2,50.0,50.0,0.6,0.1,66.1,85.4,74.5
317,showcase_noStem2,50.0,50.0,0.6,0.2,71.3,88.3,78.9
318,showcase_noStem2,50.0,50.0,0.6,0.3,71.9,90.3,80.0
319,showcase_noStem2,50.0,50.0,0.7,0.05,68.9,90.3,78.2
320,showcase_noStem2,50.0,50.0,0.7,0.1,71.4,93.2,80.9
321,showcase_noStem2,50.0,50.0,0.7,0.2,68.2,93.2,78.7
322,showcase_noStem2,50.0,50.0,0.7,0.3,71.0,91.3,79.9
323,showcase_noStem2,50.0,50.0,0.8,0.05,65.5,85.4,74.1
324,showcase_noStem2,50.0,50.0,0.8,0.1,67.2,91.3,77.4
325,showcase_noStem2,50.0,50.0,0.8,0.2,66.3,89.3,76.1
326,showcase_noStem2,50.0,50.0,0.8,0.3,67.4,87.4,76.1
327,showcase_noStem2,50.0,75.0,0.5,0.05,66.0,84.5,74.1
328,showcase_noStem2,50.0,75.0,0.5,0.1,73.7,86.4,79.6
329,showcase_noStem2,50.0,75.0,0.5,0.2,74.6,89.3,81.3
330,showcase_noStem2,50.0,75.0,0.6,0.05,68.9,88.3,77.4
331,showcase_noStem2,50.0,75.0,0.6,0.1,76.6,89.3,82.5
332,showcase_noStem2,50.0,75.0,0.6,0.2,76.5,91.3,83.2
333,showcase_noStem2,50.0,75.0,0.7,0.05,67.8,87.4,76.3
334,showcase_noStem2,50.0,75.0,0.7,0.1,71.7,90.3,79.9
335,showcase_noStem2,50.0,75.0,0.7,0.2,71.9,90.3,80.1
336,showcase_noStem2,50.0,75.0,0.8,0.05,67.5,91.3,77.6
337,showcase_noStem2,50.0,75.0,0.8,0.1,72.7,92.2,81.3
338,showcase_noStem2,50.0,75.0,0.8,0.2,73.7,89.3,80.8
339,showcase_noStem2,50.0,125.0,0.5,0.05,72.5,86.4,78.8
340,showcase_noStem2,50.0,125.0,0.5,0.1,72.5,83.5,77.6
341,showcase_noStem2,50.0,125.0,0.5,0.2,73.6,86.4,79.5
342,showcase_noStem2,50.0,125.0,0.6,0.05,74.6,89.3,81.3
343,showcase_noStem2,50.0,125.0,0.6,0.1,70.9,86.4,77.9
344,showcase_noStem2,50.0,125.0,0.6,0.2,74.2,84.5,79.0
345,showcase_noStem2,50.0,125.0,0.7,0.05,64.1,84.5,72.9
346,showcase_noStem2,50.0,125.0,0.7,0.1,74.3,88.3,80.7
347,showcase_noStem2,50.0,125.0,0.7,0.2,69.0,84.5,76.0
348,showcase_noStem2,50.0,125.0,0.8,0.05,66.0,89.3,75.9
349,showcase_noStem2,50.0,125.0,0.8,0.1,72.8,90.3,80.6
350,showcase_noStem2,50.0,125.0,0.8,0.2,70.4,87.4,78.0
351,showcase_noStem2,50.0,150.0,0.5,0.05,72.1,82.5,77.0
352,showcase_noStem2,50.0,150.0,0.5,0.1,70.0,82.5,75.7
353,showcase_noStem2,50.0,150.0,0.5,0.2,77.7,89.3,83.1
354,showcase_noStem2,50.0,150.0,0.6,0.05,73.0,88.3,80.0
355,showcase_noStem2,50.0,150.0,0.6,0.1,73.2,83.5,78.0
356,showcase_noStem2,50.0,150.0,0.6,0.2,72.0,83.5,77.3
357,showcase_noStem2,50.0,150.0,0.7,0.05,74.3,90.3,81.5
358,showcase_noStem2,50.0,150.0,0.7,0.1,79.1,90.3,84.3
359,showcase_noStem2,50.0,150.0,0.7,0.2,64.8,78.6,71.1
360,showcase_noStem2,50.0,150.0,0.8,0.05,69.5,94.2,80.0
361,showcase_noStem2,50.0,150.0,0.8,0.1,75.6,91.3,82.7
362,showcase_noStem2,50.0,150.0,0.8,0.2,73.3,86.4,79.3
363,showcase_noStem2,60.0,75.0,0.5,0.05,66.0,84.5,74.1
364,showcase_noStem2,60.0,75.0,0.5,0.1,73.7,86.4,79.6
365,showcase_noStem2,60.0,75.0,0.5,0.2,75.6,90.3,82.3
366,showcase_noStem2,60.0,75.0,0.6,0.05,68.9,88.3,77.4
367,showcase_noStem2,60.0,75.0,0.6,0.1,76.6,89.3,82.5
368,showcase_noStem2,60.0,75.0,0.6,0.2,76.5,91.3,83.2
369,showcase_noStem2,60.0,75.0,0.7,0.05,67.8,87.4,76.3
370,showcase_noStem2,60.0,75.0,0.7,0.1,71.7,90.3,79.9
371,showcase_noStem2,60.0,75.0,0.7,0.2,71.8,89.3,79.6
372,showcase_noStem2,60.0,75.0,0.8,0.05,67.5,91.3,77.6
373,showcase_noStem2,60.0,75.0,0.8,0.1,72.7,92.2,81.3
374,showcase_noStem2,60.0,75.0,0.8,0.2,74.4,90.3,81.6
375,showcase_noStem2,60.0,125.0,0.5,0.05,72.5,86.4,78.8
376,showcase_noStem2,60.0,125.0,0.5,0.1,73.5,85.4,79.0
377,showcase_noStem2,60.0,125.0,0.5,0.2,75.6,89.3,81.9
378,showcase_noStem2,60.0,125.0,0.6,0.05,75.6,90.3,82.3
379,showcase_noStem2,60.0,125.0,0.6,0.1,71.0,86.4,77.9
380,showcase_noStem2,60.0,125.0,0.6,0.2,80.4,91.3,85.5
381,showcase_noStem2,60.0,125.0,0.7,0.05,64.1,84.5,72.9
382,showcase_noStem2,60.0,125.0,0.7,0.1,74.3,88.3,80.7
383,showcase_noStem2,60.0,125.0,0.7,0.2,74.1,88.3,80.6
384,showcase_noStem2,60.0,125.0,0.8,0.05,66.0,89.3,75.9
385,showcase_noStem2,60.0,125.0,0.8,0.1,72.8,90.3,80.6
386,showcase_noStem2,60.0,125.0,0.8,0.2,72.4,89.3,80.0
387,showcase_noStem2,60.0,150.0,0.5,0.05,72.1,82.5,77.0
388,showcase_noStem2,60.0,150.0,0.5,0.1,75.5,88.3,81.4
389,showcase_noStem2,60.0,150.0,0.5,0.2,77.1,89.3,82.8
390,showcase_noStem2,60.0,150.0,0.6,0.05,73.0,88.3,80.0
391,showcase_noStem2,60.0,150.0,0.6,0.1,79.4,88.3,83.6
392,showcase_noStem2,60.0,150.0,0.6,0.2,74.6,85.4,79.6
393,showcase_noStem2,60.0,150.0,0.7,0.05,74.3,90.3,81.5
394,showcase_noStem2,60.0,150.0,0.7,0.1,79.1,90.3,84.3
395,showcase_noStem2,60.0,150.0,0.7,0.2,70.2,83.5,76.3
396,showcase_noStem2,60.0,150.0,0.8,0.05,69.5,94.2,80.0
397,showcase_noStem2,60.0,150.0,0.8,0.1,75.6,91.3,82.7
398,showcase_noStem2,60.0,150.0,0.8,0.2,75.6,88.3,81.5
399,showcase_noStem2,70.0,75.0,0.5,0.05,66.0,84.5,74.1
400,showcase_noStem2,70.0,75.0,0.5,0.1,73.7,86.4,79.6
401,showcase_noStem2,70.0,75.0,0.5,0.2,75.6,90.3,82.3
402,showcase_noStem2,70.0,75.0,0.6,0.05,68.9,88.3,77.4
403,showcase_noStem2,70.0,75.0,0.6,0.1,76.6,89.3,82.5
404,showcase_noStem2,70.0,75.0,0.6,0.2,76.5,91.3,83.2
405,showcase_noStem2,70.0,75.0,0.7,0.05,67.8,87.4,76.3
406,showcase_noStem2,70.0,75.0,0.7,0.1,71.7,90.3,79.9
407,showcase_noStem2,70.0,75.0,0.7,0.2,71.8,89.3,79.6
408,showcase_noStem2,70.0,75.0,0.8,0.05,67.5,91.3,77.6
409,showcase_noStem2,70.0,75.0,0.8,0.1,72.7,92.2,81.3
410,showcase_noStem2,70.0,75.0,0.8,0.2,74.4,90.3,81.6
411,showcase_noStem2,70.0,125.0,0.5,0.05,72.5,86.4,78.8
412,showcase_noStem2,70.0,125.0,0.5,0.1,73.5,85.4,79.0
413,showcase_noStem2,70.0,125.0,0.5,0.2,75.6,89.3,81.9
414,showcase_noStem2,70.0,125.0,0.6,0.05,75.6,90.3,82.3
415,showcase_noStem2,70.0,125.0,0.6,0.1,71.0,86.4,77.9
416,showcase_noStem2,70.0,125.0,0.6,0.2,81.3,92.2,86.4
417,showcase_noStem2,70.0,125.0,0.7,0.05,64.1,84.5,72.9
418,showcase_noStem2,70.0,125.0,0.7,0.1,74.3,88.3,80.7
419,showcase_noStem2,70.0,125.0,0.7,0.2,74.1,88.3,80.6
420,showcase_noStem2,70.0,125.0,0.8,0.05,66.0,89.3,75.9
421,showcase_noStem2,70.0,125.0,0.8,0.1,72.8,90.3,80.6
422,showcase_noStem2,70.0,125.0,0.8,0.2,72.4,89.3,80.0
423,showcase_noStem2,70.0,150.0,0.5,0.05,72.1,82.5,77.0
424,showcase_noStem2,70.0,150.0,0.5,0.1,75.5,88.3,81.4
425,showcase_noStem2,70.0,150.0,0.5,0.2,77.1,89.3,82.8
426,showcase_noStem2,70.0,150.0,0.6,0.05,73.0,88.3,80.0
427,showcase_noStem2,70.0,150.0,0.6,0.1,77.9,87.4,82.4
428,showcase_noStem2,70.0,150.0,0.6,0.2,76.3,86.4,81.0
429,showcase_noStem2,70.0,150.0,0.7,0.05,74.3,90.3,81.5
430,showcase_noStem2,70.0,150.0,0.7,0.1,79.1,90.3,84.3
431,showcase_noStem2,70.0,150.0,0.7,0.2,70.7,83.5,76.6
432,showcase_noStem2,70.0,150.0,0.8,0.05,69.5,94.2,80.0
433,showcase_noStem2,70.0,150.0,0.8,0.1,75.6,91.3,82.7
434,showcase_noStem2,70.0,150.0,0.8,0.2,76.5,89.3,82.4
